gene	gene_name
ENSG00000251773.1	RNU6-1129P
ENSG00000251774.1	RNU6-377P
ENSG00000251775.1	RF01293
ENSG00000251776.1	RN7SKP242
ENSG00000251778.1	RF00334
ENSG00000251779.1	RF00019
ENSG00000251781.1	RNA5SP356
ENSG00000251783.1	RNU6-1170P
ENSG00000251785.1	RNA5SP20
ENSG00000275982.1	RF00019
ENSG00000251787.1	RNU7-47P
ENSG00000251788.1	RNU5A-7P
ENSG00000251789.2	RNU4-57P
ENSG00000275143.1	SCARNA16
ENSG00000251791.1	SCARNA6
ENSG00000251792.1	RF00019
ENSG00000251794.1	RNU6-237P
ENSG00000251796.1	RF00156
ENSG00000251798.1	RNU6-863P
ENSG00000251799.1	RF00019
ENSG00000251802.1	RF00322
ENSG00000251803.1	RF00019
ENSG00000251804.1	RNU6-1294P
ENSG00000251805.1	RF00602
ENSG00000251807.1	RNU6-202P
ENSG00000251809.1	RN7SKP14
ENSG00000251810.1	RN7SKP132
ENSG00000251811.1	RF00019
ENSG00000251812.1	RF00019
ENSG00000251813.1	RNU6-983P
ENSG00000251814.1	RN7SKP18
ENSG00000251815.1	SNORD116-26
ENSG00000251816.1	RNA5SP157
ENSG00000251818.1	RF00601
ENSG00000251819.1	RNU6-322P
ENSG00000251821.1	RNU6-583P
ENSG00000251822.1	RF00413
ENSG00000251823.2	RNA5SP162
ENSG00000251825.1	RN7SKP19
ENSG00000251828.1	RF00322
ENSG00000251829.1	RNA5SP436
ENSG00000251830.1	RF00218
ENSG00000251831.1	RNU6-1114P
ENSG00000251834.1	RNU6-319P
ENSG00000251835.1	RNU6ATAC32P
ENSG00000251837.1	RF00019
ENSG00000251838.1	RF00322
ENSG00000251839.1	RNU7-12P
ENSG00000251840.1	RN7SKP155
ENSG00000251841.1	RNU6-1334P
ENSG00000251842.1	RNU6-732P
ENSG00000251843.1	RNU6-803P
ENSG00000251844.1	RF00537
ENSG00000251850.1	RNA5SP96
ENSG00000251851.1	RNU6-772P
ENSG00000251852.1	RF00019
ENSG00000251854.1	RNU6-507P
ENSG00000251856.1	MIR449C
ENSG00000251857.1	RNA5SP362
ENSG00000251858.1	RF00322
ENSG00000251859.1	RNU6-1288P
ENSG00000251861.1	RF00601
ENSG00000251862.2	MIR1343
ENSG00000251864.1	RF00019
ENSG00000251865.1	RNU6-518P
ENSG00000251866.1	SCARNA21B
ENSG00000277604.1	RF00019
ENSG00000251868.1	RNU7-71P
ENSG00000251869.1	SCARNA23
ENSG00000251870.1	RNU2-69P
ENSG00000251873.1	RNA5SP182
ENSG00000251874.1	RNU6-615P
ENSG00000251875.1	RNU5F-2P
ENSG00000251877.1	RNU2-45P
ENSG00000251878.1	RF00152
ENSG00000251880.1	RNU7-75P
ENSG00000251882.1	RNU6-475P
ENSG00000251883.1	RNU6ATAC17P
ENSG00000251884.1	RNA5SP288
ENSG00000251886.1	RNU6-120P
ENSG00000251887.2	RNU6-760P
ENSG00000251888.1	RN7SKP190
ENSG00000251889.1	RNU4-49P
ENSG00000251890.1	RNA5SP497
ENSG00000251891.1	RNU7-79P
ENSG00000251892.1	RNU7-84P
ENSG00000251893.2	RF00156
ENSG00000251895.1	RNU6-976P
ENSG00000251896.1	SNORD116-27
ENSG00000251897.1	RNU6-916P
ENSG00000251898.1	SCARNA11
ENSG00000251900.1	VTRNA2-2P
ENSG00000251904.1	RNA5SP272
ENSG00000251905.1	RNU7-2P
ENSG00000251906.2	RNU6-351P
ENSG00000251907.1	RNU6-240P
ENSG00000251908.1	RNU6-491P
ENSG00000251913.1	RNU6-513P
ENSG00000251914.1	RNU7-200P
ENSG00000251915.1	RNA5SP406
ENSG00000251916.1	RNU1-61P
ENSG00000251917.1	RNU1-86P
ENSG00000251919.1	RNU7-105P
ENSG00000251920.1	RNA5SP216
ENSG00000251922.1	RF00397
ENSG00000251923.1	RNU6-276P
ENSG00000251924.1	RNA5SP408
ENSG00000251925.1	RF00156
ENSG00000251929.1	RNU6-189P
ENSG00000251931.1	RNU6-871P
ENSG00000278123.1	SNORD116-28
ENSG00000251934.1	RNU6-1143P
ENSG00000251935.1	RN7SKP179
ENSG00000251936.1	RNA5SP249
ENSG00000251937.1	RNU7-129P
ENSG00000251939.1	RNU6-1278P
ENSG00000251940.1	RF00398
ENSG00000251941.1	RNA5SP116
ENSG00000251942.1	RF00424
ENSG00000251943.1	RNU6-693P
ENSG00000276599.1	RNA5SP411
ENSG00000251946.1	RNU6-1023P
ENSG00000251947.1	RN7SKP164
ENSG00000251951.1	RN7SKP34
ENSG00000251952.1	RNU6-1219P
ENSG00000251953.1	RNA5SP522
ENSG00000251954.1	RNU6-496P
ENSG00000251955.1	RNU6-27P
ENSG00000251956.1	RNU6-617P
ENSG00000251957.1	RNU6-1095P
ENSG00000251958.1	RNU6-1102P
ENSG00000251960.1	RNU6-559P
ENSG00000251961.1	RNU6ATAC13P
ENSG00000251964.2	RF00066
ENSG00000251965.1	RNA5SP208
ENSG00000251967.1	RF00591
ENSG00000251970.1	RNU1-41P
ENSG00000251971.1	RNU6-1333P
ENSG00000251972.1	RNU6-123P
ENSG00000251973.1	RNU6-473P
ENSG00000251974.1	RF00413
ENSG00000251975.1	RNU6-718P
ENSG00000251976.1	RN7SKP141
ENSG00000251977.1	RNU6-991P
ENSG00000251978.1	RNA5SP236
ENSG00000251980.1	RNU6-436P
ENSG00000251981.1	RNU7-52P
ENSG00000251982.1	RN7SKP43
ENSG00000251983.1	RN7SKP157
ENSG00000251985.1	RNU6-1161P
ENSG00000251986.1	RF00019
ENSG00000251987.1	RF00154
ENSG00000251988.1	RNU4ATAC18P
ENSG00000251990.1	RNA5SP180
ENSG00000251991.1	RNU7-49P
ENSG00000251992.1	SCARNA17
ENSG00000251993.1	RNA5SP227
ENSG00000251994.1	RNU2-27P
ENSG00000251996.1	RF00019
ENSG00000251997.1	RNA5SP458
ENSG00000251998.1	RNU6-168P
ENSG00000251999.1	RF00322
ENSG00000252001.1	RNA5SP303
ENSG00000252002.1	RNA5SP154
ENSG00000252003.1	RNU7-154P
ENSG00000252005.2	RNU4ATAC8P
ENSG00000252008.1	RNU6-927P
ENSG00000252010.1	SCARNA5
ENSG00000252011.1	RF00402
ENSG00000252012.1	RNA5SP521
ENSG00000252013.1	RNU4ATAC14P
ENSG00000252014.1	RF00156
ENSG00000252015.1	RNU6-904P
ENSG00000252016.1	RF01225
ENSG00000252017.1	RNU6-1194P
ENSG00000252018.1	RNU2-30P
ENSG00000252019.1	RNU6ATAC9P
ENSG00000252020.1	RF00492
ENSG00000252021.1	RF00019
ENSG00000252022.1	RF00133
ENSG00000252023.1	RNU6-581P
ENSG00000252025.1	RNU6-982P
ENSG00000252026.1	RNU6-1262P
ENSG00000252027.1	RNU6ATAC14P
ENSG00000252028.1	RN7SKP52
ENSG00000252029.1	RNA5SP253
ENSG00000252030.1	RNU6-1196P
ENSG00000252031.1	RNU6-561P
ENSG00000252032.1	RNU6-1281P
ENSG00000252033.1	RNU6-311P
ENSG00000252034.1	RNY4P37
ENSG00000252035.1	RNU6-397P
ENSG00000252036.1	RN7SKP288
ENSG00000252037.1	RNU6-162P
ENSG00000252039.1	RNU6-287P
ENSG00000252040.1	RF01233
ENSG00000252041.1	RNA5SP228
ENSG00000252042.1	RF00019
ENSG00000277004.1	RNA5SP412
ENSG00000252045.1	RF00438
ENSG00000252046.1	RNU6-150P
ENSG00000252047.1	RF00019
ENSG00000252049.1	RF00561
ENSG00000252050.1	RF00322
ENSG00000252051.1	RN7SKP276
ENSG00000252053.1	RNU6-1101P
ENSG00000277890.1	RF00026
ENSG00000252057.2	RNU7-174P
ENSG00000252060.1	RNA5SP464
ENSG00000252061.1	RNU6-415P
ENSG00000252062.1	RNU6-469P
ENSG00000252063.1	RNU6-1041P
ENSG00000252064.1	RF00019
ENSG00000252065.1	RNU6-864P
ENSG00000252066.1	RNU2-53P
ENSG00000252067.1	RNU4-71P
ENSG00000252068.1	RNU6-390P
ENSG00000252069.1	RF00019
ENSG00000252070.1	RNA5SP341
ENSG00000252072.1	RNA5SP320
ENSG00000252073.1	RNU6-947P
ENSG00000252074.1	RNU6-416P
ENSG00000252076.1	RN7SKP196
ENSG00000252079.1	RNU6-327P
ENSG00000252080.1	RNU7-99P
ENSG00000252081.1	RNU6-277P
ENSG00000252082.1	RNU6-547P
ENSG00000252083.1	RF00561
ENSG00000252084.1	RN7SKP12
ENSG00000252086.1	RNA5SP76
ENSG00000252087.1	RN7SKP248
ENSG00000252089.1	RNU4ATAC7P
ENSG00000252091.1	RNU6-1146P
ENSG00000252094.1	RNA5SP410
ENSG00000252096.1	RF00322
ENSG00000252097.1	RNU6-346P
ENSG00000252098.1	RF00019
ENSG00000277344.1	RNU1-6P
ENSG00000252101.2	RNU6-758P
ENSG00000252103.1	RNU6-917P
ENSG00000252104.1	RNU6-191P
ENSG00000252105.1	RNU1-143P
ENSG00000252106.2	RNY3P15
ENSG00000252107.1	RNA5SP220
ENSG00000252108.1	RNU6-1232P
ENSG00000252112.1	RF00154
ENSG00000252113.2	RNU6-523P
ENSG00000252115.1	RF00019
ENSG00000252116.1	RNU4ATAC4P
ENSG00000252117.1	RNU6-1108P
ENSG00000252118.1	RNU6ATAC39P
ENSG00000252119.1	RF01225
ENSG00000252121.1	RNU6-970P
ENSG00000252122.1	RF00598
ENSG00000252125.1	RNU6-1299P
ENSG00000252126.2	RNU6-313P
ENSG00000252128.1	RF00086
ENSG00000252129.1	RF00090
ENSG00000252130.1	RNU6-1045P
ENSG00000252132.1	RNU6-795P
ENSG00000252133.1	RF00156
ENSG00000252135.1	RNVU1-2
ENSG00000252136.1	RF00322
ENSG00000252137.1	RNU6-1338P
ENSG00000252138.1	RF00561
ENSG00000252139.1	RF00283
ENSG00000278527.1	RF00099
ENSG00000252141.1	RNU6-65P
ENSG00000252143.1	RF00492
ENSG00000252145.1	RNU6-1225P
ENSG00000252147.1	RNY3P16
ENSG00000252148.1	RNU6-1206P
ENSG00000252149.1	RNA5SP315
ENSG00000252151.1	RNU6-1265P
ENSG00000252153.1	MIR2278
ENSG00000252155.1	RNU6-941P
ENSG00000252156.1	RNU6-155P
ENSG00000252157.1	RNU6-479P
ENSG00000252158.1	RF00139
ENSG00000252161.1	RNA5SP318
ENSG00000252162.1	RNU6-830P
ENSG00000252163.1	RN7SKP31
ENSG00000252164.1	RNA5SP282
ENSG00000252166.1	RNU1-95P
ENSG00000252167.1	RNA5SP287
ENSG00000252169.1	RNA5SP200
ENSG00000252170.2	RF01169
ENSG00000252171.1	RF00019
ENSG00000252172.1	RNU6-720P
ENSG00000252173.1	RNU6-109P
ENSG00000252174.1	RNU7-18P
ENSG00000252178.1	RNU7-69P
ENSG00000252179.1	RNA5SP255
ENSG00000252182.1	RNA5SP413
ENSG00000252183.1	RNU6-948P
ENSG00000252184.1	RNU2-10P
ENSG00000252185.1	RNU6-752P
ENSG00000252186.1	RNU6-781P
ENSG00000252188.1	RF00561
ENSG00000252190.1	RF00492
ENSG00000252191.1	RNU6-751P
ENSG00000252192.1	RF00411
ENSG00000252193.1	RF00426
ENSG00000252198.1	RF00019
ENSG00000252199.1	RF00156
ENSG00000252200.1	RF00285
ENSG00000252202.1	RF00019
ENSG00000252204.1	RF00402
ENSG00000252205.1	RNU6-764P
ENSG00000252206.1	RNU7-40P
ENSG00000252207.1	RNA5SP365
ENSG00000252209.1	RNU1-48P
ENSG00000252210.1	RF00019
ENSG00000252211.1	RNA5SP473
ENSG00000252212.1	RNU2-58P
ENSG00000252213.1	SNORA74D
ENSG00000252214.1	RNU6-542P
ENSG00000252217.1	RF00019
ENSG00000252218.1	RF00426
ENSG00000252219.2	MIR892C
ENSG00000252220.1	RNU6-977P
ENSG00000252222.1	RNU7-13P
ENSG00000252223.1	RNU6-1049P
ENSG00000252224.1	RNU4ATAC15P
ENSG00000252225.1	RF00019
ENSG00000252228.1	RF00554
ENSG00000252230.1	RF00611
ENSG00000252231.1	RNA5SP67
ENSG00000252233.1	RN7SKP253
ENSG00000252236.1	RF00568
ENSG00000252237.1	RNU4-54P
ENSG00000252238.1	RF00322
ENSG00000252239.2	RF00026
ENSG00000252242.1	RNU7-115P
ENSG00000252243.1	RNU6-412P
ENSG00000252244.1	RNU7-3P
ENSG00000252246.1	RNA5SP92
ENSG00000252247.2	RNU6-70P
ENSG00000252249.1	RF00425
ENSG00000252250.1	RF00019
ENSG00000252252.1	RNU6-687P
ENSG00000252254.1	RF00019
ENSG00000252255.1	RNU2-35P
ENSG00000252257.1	RN7SKP265
ENSG00000252258.1	RF00156
ENSG00000252259.1	RNA5SP49
ENSG00000252260.1	RNA5SP461
ENSG00000252261.1	RNA5SP262
ENSG00000252262.1	RNA5SP61
ENSG00000252263.1	RNU6-659P
ENSG00000252264.1	RNU7-153P
ENSG00000252266.1	RF00019
ENSG00000252267.1	RNA5SP495
ENSG00000252268.1	RNA5SP417
ENSG00000252269.1	RNU4ATAC12P
ENSG00000252271.1	RNU6-1110P
ENSG00000252272.1	RNA5SP470
ENSG00000252273.1	RNU6-426P
ENSG00000252274.1	RF00422
ENSG00000252275.1	RNU7-192P
ENSG00000252277.1	SNORD116-30
ENSG00000252279.1	RNU6-406P
ENSG00000252282.1	RNU6-1089P
ENSG00000252283.1	RF00006
ENSG00000252284.1	SNORA108
ENSG00000252287.1	RNA5SP24
ENSG00000252288.1	RNU6-966P
ENSG00000252289.1	RNA5SP519
ENSG00000252290.1	RF00402
ENSG00000252291.1	RF00322
ENSG00000252292.1	RN7SKP238
ENSG00000252294.1	RNU6-589P
ENSG00000252296.2	RF00402
ENSG00000252297.1	RNU6-875P
ENSG00000252301.1	RNA5SP134
ENSG00000252302.1	RNA5SP147
ENSG00000252303.2	RNU6-280P
ENSG00000252305.1	RF00090
ENSG00000252307.1	RNA5SP153
ENSG00000252311.1	RNU1-103P
ENSG00000252312.1	RN7SKP21
ENSG00000252313.1	RNA5SP281
ENSG00000252315.1	RNA5SP520
ENSG00000252316.1	RNY4
ENSG00000252317.1	RF00019
ENSG00000252319.1	RF00019
ENSG00000252320.1	RNU6-320P
ENSG00000252321.1	RN7SKP83
ENSG00000252322.1	RN7SKP244
ENSG00000252323.1	RNU6-184P
ENSG00000252325.1	RNU6-1038P
ENSG00000252326.1	SNORD116-25
ENSG00000276274.1	RNU6-1266P
ENSG00000252328.1	RF00006
ENSG00000252329.1	RF00424
ENSG00000252332.1	RNU6-911P
ENSG00000252333.1	RNU6-964P
ENSG00000252334.1	RNU6-1337P
ENSG00000252335.1	RNU6-62P
ENSG00000252336.1	RNA5SP148
ENSG00000252337.1	RF00322
ENSG00000252338.1	RNU6-503P
ENSG00000252339.1	RNU6-1061P
ENSG00000252341.1	RF00019
ENSG00000252342.1	RNA5SP164
ENSG00000252343.1	RNU2-34P
ENSG00000252346.1	RNA5SP121
ENSG00000252347.1	RNU6-1046P
ENSG00000252348.1	RNU6-1256P
ENSG00000252349.1	RF00322
ENSG00000252350.1	RPPH1-3P
ENSG00000252351.1	RNU6ATAC12P
ENSG00000252352.1	RF00561
ENSG00000252353.1	RNU7-25P
ENSG00000252355.1	RN7SKP287
ENSG00000252357.1	RF00019
ENSG00000252358.1	RN7SKP135
ENSG00000252361.1	RNU6-118P
ENSG00000252362.1	RNU6-506P
ENSG00000252363.1	RNU7-43P
ENSG00000252364.1	RNA5SP360
ENSG00000252366.1	RNA5SP367
ENSG00000252367.1	RF00019
ENSG00000252368.1	RNA5SP43
ENSG00000252369.1	RNU7-51P
ENSG00000252370.1	RNA5SP438
ENSG00000252371.1	RNU6-725P
ENSG00000252373.1	RNU6-358P
ENSG00000252374.1	RF00019
ENSG00000252376.1	RNA5SP395
ENSG00000252377.1	RNU6-504P
ENSG00000252379.2	RF00026
ENSG00000252383.1	RNU6-314P
ENSG00000252385.1	RNU6-68P
ENSG00000252386.1	RNU6-1018P
ENSG00000274228.1	RNA5SP414
ENSG00000252390.1	RNU5F-4P
ENSG00000252391.1	RNU6-638P
ENSG00000252393.1	RNU6-1004P
ENSG00000252395.2	RNU6-1007P
ENSG00000252396.1	RN7SKP195
ENSG00000252397.1	RNU5A-4P
ENSG00000252398.1	RF00019
ENSG00000252400.1	RNU6-1291P
ENSG00000252401.1	RNU4ATAC6P
ENSG00000252404.1	RF00424
ENSG00000252407.1	RNU7-183P
ENSG00000252408.1	RF00212
ENSG00000252409.1	RF00602
ENSG00000252410.1	RNU5B-3P
ENSG00000252411.1	RNU6-1087P
ENSG00000252412.1	RF00019
ENSG00000252413.1	RNU7-121P
ENSG00000252414.1	RNU6-100P
ENSG00000252415.1	RNU6-1012P
ENSG00000252416.1	RNU6-885P
ENSG00000252417.1	RNU7-179P
ENSG00000252420.1	RF00019
ENSG00000252421.1	RNU6-1069P
ENSG00000252422.1	RNA5SP476
ENSG00000252423.1	RNU6-229P
ENSG00000252424.1	RNA5SP384
ENSG00000252425.1	RF00425
ENSG00000252426.1	RNU1-107P
ENSG00000252427.1	RF00573
ENSG00000252428.1	RNA5SP285
ENSG00000252429.2	RNU7-29P
ENSG00000252431.1	RNU6-1247P
ENSG00000252433.1	RF00322
ENSG00000252436.1	RF00019
ENSG00000252437.1	RNA5SP459
ENSG00000252438.1	RF00279
ENSG00000252441.1	RF00264
ENSG00000252443.1	RF00091
ENSG00000252444.1	RNU6-344P
ENSG00000252446.1	RNU6-405P
ENSG00000252448.1	RF00092
ENSG00000252449.1	RNU6-139P
ENSG00000252450.1	RF00019
ENSG00000252451.1	RNA5SP168
ENSG00000252452.1	RNU6-107P
ENSG00000252454.3	MIR2114
ENSG00000252456.1	RNA5SP434
ENSG00000252457.1	RNU7-65P
ENSG00000252458.1	RF00263
ENSG00000252459.1	RF00443
ENSG00000252460.1	RNU6-635P
ENSG00000252461.1	RF00416
ENSG00000252462.1	RNU6-113P
ENSG00000252464.1	RN7SKP70
ENSG00000252466.1	MIR2115
ENSG00000252467.1	RNU6-347P
ENSG00000252468.1	RNU2-57P
ENSG00000252469.1	RNU7-160P
ENSG00000252470.1	RNU6-551P
ENSG00000252472.1	RNU6-521P
ENSG00000252473.1	RF00272
ENSG00000252474.1	RNU6-539P
ENSG00000252475.1	RNU6-1332P
ENSG00000252479.1	RNA5SP309
ENSG00000252480.1	RNU6-719P
ENSG00000252481.1	SCARNA13
ENSG00000252482.1	RNU7-22P
ENSG00000252483.1	RNU6-1178P
ENSG00000252484.1	RN7SKP49
ENSG00000252485.1	RF00006
ENSG00000252486.1	RF00019
ENSG00000252487.1	RNY4P20
ENSG00000252489.1	RNU6-197P
ENSG00000252490.1	RN7SKP66
ENSG00000252491.1	RNU1-142P
ENSG00000252494.1	RNU6-126P
ENSG00000252496.1	RNA5SP33
ENSG00000252497.1	RPPH1-2P
ENSG00000252498.1	RNU6-1016P
ENSG00000252499.1	RNU6-63P
ENSG00000252501.1	RNU4-77P
ENSG00000252503.1	RNU6-531P
ENSG00000252505.1	RF00156
ENSG00000252506.1	RNU6-180P
ENSG00000252507.1	RNU7-81P
ENSG00000252508.1	RNU4ATAC3P
ENSG00000252509.1	RNA5SP271
ENSG00000252510.1	RNA5SP55
ENSG00000252512.1	RNA5SP206
ENSG00000252513.1	RNU1-128P
ENSG00000252514.1	RNU7-53P
ENSG00000252515.2	RNU6-1171P
ENSG00000252516.1	RNA5SP82
ENSG00000252517.1	RF00273
ENSG00000252519.1	RNU6-783P
ENSG00000252521.1	RNU5D-2P
ENSG00000252523.1	RNU6-267P
ENSG00000252524.1	RF00019
ENSG00000252526.1	RF00156
ENSG00000252530.1	RNU6-965P
ENSG00000252532.1	RNU7-193P
ENSG00000252533.1	RNU6-572P
ENSG00000252534.1	RF00019
ENSG00000252535.1	RNA5SP254
ENSG00000252537.1	RF00322
ENSG00000252539.1	RNA5SP462
ENSG00000252540.1	RNU6-919P
ENSG00000252542.1	SNORD36C
ENSG00000252544.1	RNU6-1282P
ENSG00000252545.1	RNU6-362P
ENSG00000252546.1	RNA5SP466
ENSG00000252548.1	RNU7-149P
ENSG00000252549.1	RNU6-759P
ENSG00000252550.1	RF00402
ENSG00000252552.1	RNU6-307P
ENSG00000252553.1	RNA5SP73
ENSG00000252554.1	RNU6-861P
ENSG00000252555.1	RNU6-567P
ENSG00000252556.1	RNU6-256P
ENSG00000252558.1	RNU6-914P
ENSG00000252560.1	RNU4-18P
ENSG00000252561.1	RNU1-125P
ENSG00000252562.1	RNU6-922P
ENSG00000252563.1	RNA5SP45
ENSG00000252568.1	RNU7-28P
ENSG00000252569.1	RNU6-1153P
ENSG00000252574.2	RNU5B-6P
ENSG00000252577.1	SCARNA20
ENSG00000252578.1	RNU6-135P
ENSG00000252580.1	RF00322
ENSG00000252581.1	RNU6-1098P
ENSG00000252582.1	RF00322
ENSG00000252583.2	MIR514B
ENSG00000252585.1	RF00019
ENSG00000252587.1	RNA5SP422
ENSG00000284344.1	MIR2117
ENSG00000252590.1	RNU7-143P
ENSG00000252591.1	RNA5SP468
ENSG00000252593.1	RNU6-1224P
ENSG00000252594.1	RNU6-656P
ENSG00000252595.1	RN7SKP82
ENSG00000252597.1	RNU7-137P
ENSG00000252598.1	RNA5SP460
ENSG00000252599.1	RNU6-566P
ENSG00000252601.1	RF00425
ENSG00000252603.1	RNU6ATAC22P
ENSG00000252604.1	RNU2-44P
ENSG00000252606.1	RNU6-1150P
ENSG00000252607.1	RF00019
ENSG00000252608.1	RNU6-1191P
ENSG00000252611.1	RNU6-1121P
ENSG00000252612.1	RF00019
ENSG00000252614.1	RNU6-807P
ENSG00000252615.1	RF00019
ENSG00000252618.1	RNA5SP441
ENSG00000252619.1	RNU6-1149P
ENSG00000252620.1	RNU6ATAC24P
ENSG00000252621.1	RF00019
ENSG00000252622.1	RNU6-881P
ENSG00000252623.1	RNA5SP481
ENSG00000252624.1	RNA5SP409
ENSG00000252625.1	RNU1-40P
ENSG00000252626.1	RNU6-1308P
ENSG00000252627.1	RNU6-122P
ENSG00000252628.2	RNU6-453P
ENSG00000252633.1	RN7SKP282
ENSG00000252634.1	RN7SKP219
ENSG00000252635.1	RNU2-56P
ENSG00000252636.1	RNU6-826P
ENSG00000252637.1	RNA5SP268
ENSG00000252639.1	RNU2-24P
ENSG00000252640.1	RF01233
ENSG00000252641.2	RNU6-678P
ENSG00000252642.1	RNA5SP137
ENSG00000252643.1	RNU6-1136P
ENSG00000252644.1	RNU7-30P
ENSG00000252645.1	RNU7-111P
ENSG00000252647.1	RNA5SP416
ENSG00000252649.1	RNA5SP480
ENSG00000252650.1	RNA5SP75
ENSG00000252651.1	RNU6-557P
ENSG00000252652.1	RF00019
ENSG00000252653.1	RNA5SP444
ENSG00000252654.1	RNU7-6P
ENSG00000252655.1	RF00019
ENSG00000252656.1	RN7SKP88
ENSG00000252657.1	RF00156
ENSG00000252658.1	RNU6-786P
ENSG00000252659.1	RNU6-1088P
ENSG00000252660.1	RF00019
ENSG00000252661.1	RNU6-782P
ENSG00000252667.1	RNA5SP523
ENSG00000252671.1	RF00019
ENSG00000252673.1	RNA5SP421
ENSG00000252674.1	RNA5SP102
ENSG00000252677.1	RF01241
ENSG00000277209.1	RPPH1
ENSG00000252680.1	RNA5SP449
ENSG00000252681.1	RNU1-97P
ENSG00000252682.1	RF00273
ENSG00000252684.1	RNU6ATAC36P
ENSG00000252685.1	RNU6-928P
ENSG00000252686.1	RNU6-1234P
ENSG00000252688.1	RNU6-579P
ENSG00000252689.1	RF00401
ENSG00000277864.1	SCARNA15
ENSG00000252691.1	RF00283
ENSG00000252692.1	RF00271
ENSG00000252693.1	RF00561
ENSG00000252695.1	MIR2276
ENSG00000252696.1	RNA5SP34
ENSG00000252697.1	RN7SKP209
ENSG00000252699.1	SNORA21B
ENSG00000252700.1	RNU7-110P
ENSG00000252704.1	RN7SKP277
ENSG00000252705.1	RNU6-175P
ENSG00000252707.1	RNU11-2P
ENSG00000252710.1	RNU6-295P
ENSG00000252711.1	RN7SKP116
ENSG00000252712.1	SCARNA14
ENSG00000252713.1	RNU6-1198P
ENSG00000252714.1	RNA5SP392
ENSG00000252716.1	RN7SKP260
ENSG00000252717.1	RNU6-352P
ENSG00000252718.1	RNU6-612P
ENSG00000252719.1	RF00425
ENSG00000252720.1	RNU6-1258P
ENSG00000252721.1	RNU6-798P
ENSG00000252722.1	RF00601
ENSG00000252723.2	RNU6-677P
ENSG00000252724.1	RF00156
ENSG00000252725.1	RNU6-765P
ENSG00000252726.1	RNA5SP94
ENSG00000252727.1	RF00564
ENSG00000252729.1	RNU6-971P
ENSG00000252734.1	RNU6-980P
ENSG00000252735.1	RNU6-528P
ENSG00000252739.1	RNU7-151P
ENSG00000252742.1	RF00019
ENSG00000252743.1	RNU6-850P
ENSG00000252744.1	RF00019
ENSG00000252745.1	RNA5SP143
ENSG00000252746.1	RNU6-273P
ENSG00000252747.1	RNA5SP364
ENSG00000252749.1	RNU7-116P
ENSG00000252750.1	RNU7-70P
ENSG00000252751.1	RNU6-143P
ENSG00000252752.1	RNU6-210P
ENSG00000252755.1	RNU6-703P
ENSG00000252756.1	RNU6-577P
ENSG00000252757.1	RN7SKP96
ENSG00000252758.1	RNU6-445P
ENSG00000252759.1	RF00019
ENSG00000252760.1	RNA5SP54
ENSG00000252761.1	RF00019
ENSG00000252762.1	RF00322
ENSG00000252763.1	RNU2-31P
ENSG00000252764.1	RNU6-1092P
ENSG00000252765.1	RF00424
ENSG00000252766.1	RNU6-255P
ENSG00000252767.1	RNU6-250P
ENSG00000252768.1	RNU6-856P
ENSG00000252769.1	RNU6-943P
ENSG00000252770.1	RNU7-4P
ENSG00000252772.1	RNU6-714P
ENSG00000252774.1	RF00554
ENSG00000252776.1	RNU4ATAC10P
ENSG00000252777.1	RF00422
ENSG00000252778.1	RF00601
ENSG00000252779.1	RNU6-182P
ENSG00000252780.1	RNA5SP471
ENSG00000252782.1	RNU6-341P
ENSG00000252783.1	RNU6-835P
ENSG00000252784.1	RF00019
ENSG00000252787.2	RF00569
ENSG00000273927.1	RF00019
ENSG00000252794.1	RN7SKP60
ENSG00000252795.1	RNU6-56P
ENSG00000252796.1	RNU7-11P
ENSG00000252797.1	RN7SKP272
ENSG00000252798.1	RF00478
ENSG00000252800.1	RF00601
ENSG00000252802.1	RF00019
ENSG00000252804.1	RNU6-958P
ENSG00000252806.1	RNA5SP420
ENSG00000252807.1	RNU6-1006P
ENSG00000252810.1	RNU6-345P
ENSG00000252812.1	RN7SKP2
ENSG00000252814.1	RN7SKP233
ENSG00000252815.1	RNU6-410P
ENSG00000252816.1	RNA5SP337
ENSG00000252820.1	RF00019
ENSG00000252821.1	RNU6-388P
ENSG00000252822.1	RF00019
ENSG00000252823.1	RNU6-148P
ENSG00000252824.1	RF00554
ENSG00000252826.1	RNU1-92P
ENSG00000252827.1	RN7SKP11
ENSG00000252828.1	RNA5SP135
ENSG00000252830.2	RNA5SP533
ENSG00000252832.1	RNU6-1212P
ENSG00000252833.1	RNA5SP186
ENSG00000252835.1	SCARNA21
ENSG00000276577.1	RNU6-467P
ENSG00000252837.1	RN7SKP99
ENSG00000252839.1	RNU6-419P
ENSG00000252840.1	RF00405
ENSG00000252845.1	RNA5SP101
ENSG00000252847.1	RNU2-46P
ENSG00000252848.1	RNA5SP230
ENSG00000252850.1	RNU1-117P
ENSG00000252852.1	RF00322
ENSG00000252854.1	RN7SKP5
ENSG00000252856.1	RNA5SP503
ENSG00000252857.1	RNU6-389P
ENSG00000252858.1	RNU6-1271P
ENSG00000252859.1	RNU6-375P
ENSG00000252860.1	RNU6-570P
ENSG00000252861.1	RNU6-448P
ENSG00000252863.1	RNU6-1183P
ENSG00000252864.1	RNA5SP278
ENSG00000252866.1	RNA5SP243
ENSG00000252867.1	RNU6-909P
ENSG00000252868.1	RF00201
